English,Tunisian
"Are there actually any Sukuk available for investment here in Tunisia, either from the government or private companies?",بالرسمي فمّا صكوك ينجم الواحد يستثمر فيها هوني في تونس؟ من عند الدولة ولا من شركات خاصّة؟
"Yes, there have been issuances. The Tunisian government has issued sovereign Sukuk, and some corporations are also using this instrument. Availability can fluctuate, but we can certainly check the current market for you.",إي، كان فمّا إصدارات. الحكومة التونسية خرجت صكوك سياديّة، وزادة بعض الشركات تستعمل الأداة المالية هاذي. التوفّر ينجم يتبدّل، أما بطبيعة نجمو نشوفولك السوق تاوّ.
"For this wall, I want a very smooth tadelakt finish, almost like polished stone. No visible trowel marks, please.",بالنسبة للحيط هذا، نحب تدلاكت ملسة برشا، تقريب كي الحجر الملمّع. من غير ما يبانوا آثار المسطرين، بالله.
I understand completely. It will require a lot of polishing with the river stone. Do you want the usual waterproofing soap application at the end?,Tunisian: فهمتك بالقدا. باش يستحق برشة حكّ بحجرة الواد. تحب نعملّو كالعادة في الآخر طبقة الصابون متاع العزل ضدّ الما؟
"Yes, exactly. The final color should be consistent and have that soft sheen we discussed.",إي، بالضبط. اللون النهائي لازمو يطلع موحّد وفيه اللمعة الخفيفة الساتينيّة اللي حكينا عليها.
Do you remember when we first started working here? The atmosphere felt so much friendlier.,تتفكّر وقت اللي بدّينا نخدمو هنا؟ الجوّ كان ألطَف برشا.
I remember it well. Now it's all about meetings and performance reviews. The good old days are gone.,نتفكّرها مليح. توّا ما ثماش كان réunions و évaluations متاع performance. الأيّام الباهية متاع قبل مشات.
You said it. At least a few of us from the original team are still around.,إنت قلتها. على الأقلّ شوية منّا من الفريق اللّولاني مازالو موجودين.
"After you're done spraying, how long do we need to wait before it's safe to enter the field?",بعد ما تكمّل الرشّ، قدّاش لازمنا نستنّاو قبل ما ننجمو ندخلو للحقل بأمان؟
You must wait at least 48 hours. And make sure the animals don't graze here for a full week.,لازمك تستنى أقل حاجة 48 ساعة. وتتأكّد اللي البهايم ما يرعوش هوني سيمانة كاملة.
What is the minimum down payment required for a car loan?,قدّاش أقلّ مقدّم لازم لكريدي متاع كرهبة؟
"Typically, you are required to provide a down payment of at least 20% of the car's total price. This is what we call your 'autofinancement' or self-financing portion.",بالعادة، يلزمك تقدّم تسبقة على الأقل 20% من سوم الكرهبة الكل. هذا اللي نسمّيوه 'autofinancement' متاعك، ولا البارتي متاع التمويل الذاتي.
"Good morning. Regarding declaration 246, we've classified this new electronic device under 8543.70, but it was reclassified to a higher tariff heading.",صباح الخير. بالنسبة لديكلاراسيون 246، صنّفنا هالجهاز الإلكتروني الجديد تحت 8543.70، أمّا عاودوا صنّفوه في بند جمركي أعلى.
"That's correct. Based on its primary function, we believe it falls under a different heading with a higher duty rate.",بالضبط. على حسب وظيفتو الأساسيّة، نعتبروه يطيح تحت بند آخر بنسبة معاليم ديوانية أعلى.
"With all due respect, I have the technical data sheet here. It clearly shows its main function aligns with heading 8543.70. Would you be willing to review it?",مع كامل احتراماتي، عندي هنا الورقة التقنيّة. تبيّن بوضوح اللي الفونكسيون الرئيسيّة متاعو ماشية مع البوزيسيون 8543.70. تنجم تتفضّل وتراجعها؟
"Okay, leave the data sheet with me. I will discuss it with the head of the section and we will give you a final decision.",أوكي، خلّي الfiche technique عندي. باش نحكي فيها مع رئيس القسم ونعطيوك قرار نهائي.
"So, are you all still taking that impossible 'Advanced Mechanics' class in the third year?",توّا، مازلتوا تقراو المادة المستحيلة هاذيك متاع 'Advanced Mechanics' في السنة الثالثة؟
"No, they finally replaced it! Now we have a 'Project Management' course instead. It's much more practical.","لا، أخيرا بدّلوها! تاو عنا مادّة متاع ""Project Management"" بلاستها. هي أكثر عمليّة برشة."
You are so lucky! We all used to complain about that class. It's good they are finally updating the program.,Tunisian: عندك الزّهر برشة! احنا الكلّ كنّا ديما نشكيو من المادّة هذيك. باهي برشة اللي أخيرًا قاعدين يحدّثو البرنامج.
"Excuse me, miss. My parents wanted to ask about the price for the math group sessions.",سمحني آنسة، والديّ حبّو يسألو على السّوم متاع السيانس الجماعية متاع المات؟
"Hello, Youssef. The group rate is set for the term. I will give you a note with all the details for them.",عسلامة يا يوسف. التعريفة متاع القروب تثبّتت للفترة. باش نعطيك ورقة فيها التفاصيل الكلّ ليهم.
Thank you. Is it also possible to attend one session just to see if it suits me?,يعطيك الصحّة. فمّا زادة إمكانيّة نحضر جلسة وحدة برك باش نشوف كان تليقلي؟
"Of course. Join us this Wednesday, and then you and your parents can decide.",بطبيعة. إجي معانا نهار لاربعة هذا، ومن بعد إنت ووالديك تنجمو تقرّرو.
"Hello. I think I'm coming down with a cold. I have a runny nose, a slight headache, and I'm sneezing a lot.",عسلامة. نظنّي باش نتزكّم: خشمي يسيل، عندي وجيعة خفيفة في راسي، ونَعطّس برشة.
